,jaccard,postprocess,fold,eval_mode,prr,subset,archi,species_loss,func_loss
0,0.16666666666666666,th05,1,interpolation,False,train,mlp1,bce,msle
1,0.12,th05,1,interpolation,False,train,mlp1,bce,msle
2,0.26229508196721313,th05,1,interpolation,False,train,mlp1,bce,msle
3,0.07317073170731707,th05,1,interpolation,False,train,mlp1,bce,msle
4,0.06666666666666667,th05,1,interpolation,False,train,mlp1,bce,msle
5,0.1276595744680851,th05,1,interpolation,False,train,mlp1,bce,msle
6,0.16666666666666666,th05,1,interpolation,False,train,mlp1,bce,msle
7,0.2222222222222222,th05,1,interpolation,False,train,mlp1,bce,msle
8,0.16129032258064516,th05,1,interpolation,False,train,mlp1,bce,msle
9,0.10526315789473684,th05,1,interpolation,False,train,mlp1,bce,msle
10,0.22535211267605634,th05,1,interpolation,False,train,mlp1,bce,msle
11,0.39436619718309857,th05,1,interpolation,False,train,mlp1,bce,msle
12,0.2916666666666667,th05,1,interpolation,False,train,mlp1,bce,msle
13,0.2,th05,1,interpolation,False,train,mlp1,bce,msle
14,0.2,th05,1,interpolation,False,train,mlp1,bce,msle
15,0.2631578947368421,th05,1,interpolation,False,train,mlp1,bce,msle
16,0.4,th05,1,interpolation,False,train,mlp1,bce,msle
17,0.2564102564102564,th05,1,interpolation,False,train,mlp1,bce,msle
18,0.24242424242424243,th05,1,interpolation,False,train,mlp1,bce,msle
19,0.36363636363636365,th05,1,interpolation,False,train,mlp1,bce,msle
20,0.14285714285714285,th05,1,interpolation,False,train,mlp1,bce,msle
21,0.06451612903225806,th05,1,interpolation,False,train,mlp1,bce,msle
22,0.27586206896551724,th05,1,interpolation,False,train,mlp1,bce,msle
23,0.34285714285714286,th05,1,interpolation,False,train,mlp1,bce,msle
24,0.28205128205128205,th05,1,interpolation,False,train,mlp1,bce,msle
25,0.1935483870967742,th05,1,interpolation,False,train,mlp1,bce,msle
26,0.18181818181818182,th05,1,interpolation,False,train,mlp1,bce,msle
