,jaccard,postprocess,fold,eval_mode,prr,subset,archi,species_loss,func_loss
0,0.19230769230769232,th05,2,interpolation,False,train,mlp1,bce,msle
1,0.07894736842105263,th05,2,interpolation,False,train,mlp1,bce,msle
2,0.21212121212121213,th05,2,interpolation,False,train,mlp1,bce,msle
3,0.22580645161290322,th05,2,interpolation,False,train,mlp1,bce,msle
4,0.1590909090909091,th05,2,interpolation,False,train,mlp1,bce,msle
5,0.038461538461538464,th05,2,interpolation,False,train,mlp1,bce,msle
6,0.1935483870967742,th05,2,interpolation,False,train,mlp1,bce,msle
7,0.22727272727272727,th05,2,interpolation,False,train,mlp1,bce,msle
8,0.03125,th05,2,interpolation,False,train,mlp1,bce,msle
9,0.25,th05,2,interpolation,False,train,mlp1,bce,msle
10,0.3023255813953488,th05,2,interpolation,False,train,mlp1,bce,msle
11,0.3333333333333333,th05,2,interpolation,False,train,mlp1,bce,msle
12,0.038461538461538464,th05,2,interpolation,False,train,mlp1,bce,msle
13,0.25,th05,2,interpolation,False,train,mlp1,bce,msle
14,0.08333333333333333,th05,2,interpolation,False,train,mlp1,bce,msle
15,0.16216216216216217,th05,2,interpolation,False,train,mlp1,bce,msle
16,0.15789473684210525,th05,2,interpolation,False,train,mlp1,bce,msle
17,0.15789473684210525,th05,2,interpolation,False,train,mlp1,bce,msle
18,0.2631578947368421,th05,2,interpolation,False,train,mlp1,bce,msle
19,0.20833333333333334,th05,2,interpolation,False,train,mlp1,bce,msle
20,0.07692307692307693,th05,2,interpolation,False,train,mlp1,bce,msle
21,0.10714285714285714,th05,2,interpolation,False,train,mlp1,bce,msle
22,0.24242424242424243,th05,2,interpolation,False,train,mlp1,bce,msle
23,0.23333333333333334,th05,2,interpolation,False,train,mlp1,bce,msle
24,0.05405405405405406,th05,2,interpolation,False,train,mlp1,bce,msle
25,0.125,th05,2,interpolation,False,train,mlp1,bce,msle
26,0.24,th05,2,interpolation,False,train,mlp1,bce,msle
27,0.13636363636363635,th05,2,interpolation,False,train,mlp1,bce,msle
28,0.0,th05,2,interpolation,False,train,mlp1,bce,msle
29,0.0,th05,2,interpolation,False,train,mlp1,bce,msle
30,0.11764705882352941,th05,2,interpolation,False,train,mlp1,bce,msle
31,0.13333333333333333,th05,2,interpolation,False,train,mlp1,bce,msle
32,0.15384615384615385,th05,2,interpolation,False,train,mlp1,bce,msle
33,0.058823529411764705,th05,2,interpolation,False,train,mlp1,bce,msle
34,0.09090909090909091,th05,2,interpolation,False,train,mlp1,bce,msle
35,0.19230769230769232,th05,2,interpolation,False,train,mlp1,bce,msle
36,0.08823529411764706,th05,2,interpolation,False,train,mlp1,bce,msle
37,0.12,th05,2,interpolation,False,train,mlp1,bce,msle
38,0.20588235294117646,th05,2,interpolation,False,train,mlp1,bce,msle
39,0.2857142857142857,th05,2,interpolation,False,train,mlp1,bce,msle
40,0.2857142857142857,th05,2,interpolation,False,train,mlp1,bce,msle
41,0.13793103448275862,th05,2,interpolation,False,train,mlp1,bce,msle
42,0.29545454545454547,th05,2,interpolation,False,train,mlp1,bce,msle
43,0.2,th05,2,interpolation,False,train,mlp1,bce,msle
44,0.18421052631578946,th05,2,interpolation,False,train,mlp1,bce,msle
45,0.21212121212121213,th05,2,interpolation,False,train,mlp1,bce,msle
46,0.15151515151515152,th05,2,interpolation,False,train,mlp1,bce,msle
47,0.3,th05,2,interpolation,False,train,mlp1,bce,msle
48,0.08823529411764706,th05,2,interpolation,False,train,mlp1,bce,msle
49,0.10810810810810811,th05,2,interpolation,False,train,mlp1,bce,msle
50,0.2962962962962963,th05,2,interpolation,False,train,mlp1,bce,msle
51,0.42857142857142855,th05,2,interpolation,False,train,mlp1,bce,msle
52,0.1891891891891892,th05,2,interpolation,False,train,mlp1,bce,msle
53,0.22580645161290322,th05,2,interpolation,False,train,mlp1,bce,msle
54,0.12121212121212122,th05,2,interpolation,False,train,mlp1,bce,msle
55,0.07692307692307693,th05,2,interpolation,False,train,mlp1,bce,msle
56,0.21739130434782608,th05,2,interpolation,False,train,mlp1,bce,msle
57,0.18421052631578946,th05,2,interpolation,False,train,mlp1,bce,msle
58,0.13953488372093023,th05,2,interpolation,False,train,mlp1,bce,msle
59,0.3125,th05,2,interpolation,False,train,mlp1,bce,msle
60,0.26666666666666666,th05,2,interpolation,False,train,mlp1,bce,msle
61,0.39655172413793105,th05,2,interpolation,False,train,mlp1,bce,msle
62,0.24390243902439024,th05,2,interpolation,False,train,mlp1,bce,msle
63,0.24390243902439024,th05,2,interpolation,False,train,mlp1,bce,msle
64,0.21052631578947367,th05,2,interpolation,False,train,mlp1,bce,msle
65,0.2826086956521739,th05,2,interpolation,False,train,mlp1,bce,msle
66,0.2571428571428571,th05,2,interpolation,False,train,mlp1,bce,msle
67,0.07317073170731707,th05,2,interpolation,False,train,mlp1,bce,msle
68,0.2765957446808511,th05,2,interpolation,False,train,mlp1,bce,msle
69,0.37209302325581395,th05,2,interpolation,False,train,mlp1,bce,msle
70,0.2926829268292683,th05,2,interpolation,False,train,mlp1,bce,msle
71,0.18604651162790697,th05,2,interpolation,False,train,mlp1,bce,msle
72,0.22,th05,2,interpolation,False,train,mlp1,bce,msle
73,0.022727272727272728,th05,2,interpolation,False,train,mlp1,bce,msle
74,0.13157894736842105,th05,2,interpolation,False,train,mlp1,bce,msle
75,0.19047619047619047,th05,2,interpolation,False,train,mlp1,bce,msle
76,0.27586206896551724,th05,2,interpolation,False,train,mlp1,bce,msle
77,0.23809523809523808,th05,2,interpolation,False,train,mlp1,bce,msle
78,0.1836734693877551,th05,2,interpolation,False,train,mlp1,bce,msle
79,0.1,th05,2,interpolation,False,train,mlp1,bce,msle
80,0.058823529411764705,th05,2,interpolation,False,train,mlp1,bce,msle
81,0.0,th05,2,interpolation,False,train,mlp1,bce,msle
82,0.15789473684210525,th05,2,interpolation,False,train,mlp1,bce,msle
83,0.1794871794871795,th05,2,interpolation,False,train,mlp1,bce,msle
84,0.2,th05,2,interpolation,False,train,mlp1,bce,msle
85,0.2982456140350877,th05,2,interpolation,False,train,mlp1,bce,msle
86,0.10810810810810811,th05,2,interpolation,False,train,mlp1,bce,msle
87,0.2549019607843137,th05,2,interpolation,False,train,mlp1,bce,msle
88,0.2727272727272727,th05,2,interpolation,False,train,mlp1,bce,msle
89,0.06153846153846154,th05,2,interpolation,False,train,mlp1,bce,msle
90,0.2682926829268293,th05,2,interpolation,False,train,mlp1,bce,msle
91,0.3888888888888889,th05,2,interpolation,False,train,mlp1,bce,msle
92,0.16666666666666666,th05,2,interpolation,False,train,mlp1,bce,msle
93,0.08333333333333333,th05,2,interpolation,False,train,mlp1,bce,msle
94,0.16666666666666666,th05,2,interpolation,False,train,mlp1,bce,msle
95,0.0975609756097561,th05,2,interpolation,False,train,mlp1,bce,msle
96,0.05555555555555555,th05,2,interpolation,False,train,mlp1,bce,msle
97,0.13513513513513514,th05,2,interpolation,False,train,mlp1,bce,msle
98,0.36666666666666664,th05,2,interpolation,False,train,mlp1,bce,msle
99,0.24242424242424243,th05,2,interpolation,False,train,mlp1,bce,msle
100,0.10526315789473684,th05,2,interpolation,False,train,mlp1,bce,msle
101,0.0,th05,2,interpolation,False,train,mlp1,bce,msle
102,0.125,th05,2,interpolation,False,train,mlp1,bce,msle
103,0.07894736842105263,th05,2,interpolation,False,train,mlp1,bce,msle
104,0.08695652173913043,th05,2,interpolation,False,train,mlp1,bce,msle
105,0.06666666666666667,th05,2,interpolation,False,train,mlp1,bce,msle
106,0.0625,th05,2,interpolation,False,train,mlp1,bce,msle
107,0.08333333333333333,th05,2,interpolation,False,train,mlp1,bce,msle
108,0.05263157894736842,th05,2,interpolation,False,train,mlp1,bce,msle
109,0.08333333333333333,th05,2,interpolation,False,train,mlp1,bce,msle
110,0.34615384615384615,th05,2,interpolation,False,train,mlp1,bce,msle
111,0.2,th05,2,interpolation,False,train,mlp1,bce,msle
112,0.1875,th05,2,interpolation,False,train,mlp1,bce,msle
113,0.08333333333333333,th05,2,interpolation,False,train,mlp1,bce,msle
114,0.15789473684210525,th05,2,interpolation,False,train,mlp1,bce,msle
115,0.36,th05,2,interpolation,False,train,mlp1,bce,msle
116,0.3142857142857143,th05,2,interpolation,False,train,mlp1,bce,msle
117,0.23529411764705882,th05,2,interpolation,False,train,mlp1,bce,msle
118,0.23809523809523808,th05,2,interpolation,False,train,mlp1,bce,msle
119,0.11538461538461539,th05,2,interpolation,False,train,mlp1,bce,msle
120,0.06666666666666667,th05,2,interpolation,False,train,mlp1,bce,msle
121,0.125,th05,2,interpolation,False,train,mlp1,bce,msle
122,0.0,th05,2,interpolation,False,train,mlp1,bce,msle
123,0.0,th05,2,interpolation,False,train,mlp1,bce,msle
124,0.05263157894736842,th05,2,interpolation,False,train,mlp1,bce,msle
125,0.15384615384615385,th05,2,interpolation,False,train,mlp1,bce,msle
126,0.1,th05,2,interpolation,False,train,mlp1,bce,msle
