,auc,prauc,sensitivity,specificity,precision,f1,support,species,tss,postprocess,fold,eval_mode,prr,archi,species_loss,func_loss
0,0.9427663987555094,0.2310036365691084,0.14285714285714285,0.9981851179673321,0.9892086330935251,0.9936766034327009,14.0,Aceras.anthropophorum,0.14104226082447502,th05,3,interpolation,False,mlp1,bce,msle
1,0.9495466032406719,0.5086532929181306,0.12903225806451613,0.9981566820276497,0.9756756756756757,0.9867881548974943,31.0,Achillea.collina,0.12718894009216575,th05,3,interpolation,False,mlp1,bce,msle
2,0.8133345075147611,0.5747032861808924,0.3263888888888889,0.9432367149758454,0.801025641025641,0.8663338879645035,288.0,Achillea.millefolium,0.2696256038647342,th05,3,interpolation,False,mlp1,bce,msle
3,0.8994981751824818,0.3277924464218407,0.05,1.0,0.9829596412556054,0.9914066033469019,20.0,Achillea.nana,0.050000000000000044,th05,3,interpolation,False,mlp1,bce,msle
4,0.9667618565644882,0.694133973528692,0.5,0.9877819548872181,0.9758588672237697,0.9817842129845866,52.0,Achillea.roseo.alba,0.4877819548872182,th05,3,interpolation,False,mlp1,bce,msle
5,0.9765765765765766,0.5035411001383522,0.16666666666666666,0.9990990990990991,0.9955116696588869,0.9973021582733813,6.0,Achnatherum.calamagrostis,0.16576576576576585,th05,3,interpolation,False,mlp1,bce,msle
6,0.9074298907310471,0.28501480299695653,0.0851063829787234,0.9915809167446211,0.9610154125113327,0.9760589318600368,47.0,Acinos.alpinus,0.07668729972334454,th05,3,interpolation,False,mlp1,bce,msle
7,0.9133013989785236,0.3472887861303261,0.10344827586206896,0.9990800367985281,0.9766187050359713,0.9877216916780356,29.0,Acinos.arvensis,0.10252831266059714,th05,3,interpolation,False,mlp1,bce,msle
8,0.966157532195268,0.1484126984126984,0.0,1.0,0.9973118279569892,0.9986541049798116,3.0,Aconitum.lycoctonum,0.0,th05,3,interpolation,False,mlp1,bce,msle
9,0.9904162923030847,0.6952380952380952,0.3333333333333333,1.0,0.9982062780269059,0.9991023339317774,3.0,Cacalia.leucophylla,0.33333333333333326,th05,3,interpolation,False,mlp1,bce,msle
10,0.9780071813285458,0.18707482993197277,0.0,1.0,0.9982078853046595,0.9991031390134528,2.0,Aegopodium.podagraria,0.0,th05,3,interpolation,False,mlp1,bce,msle
11,0.9229767302056457,0.30982582040109014,0.16216216216216217,0.9962928637627433,0.9719710669077758,0.9839816933638443,37.0,Agrimonia.eupatoria,0.15845502592490535,th05,3,interpolation,False,mlp1,bce,msle
12,0.9317701769644474,0.4500551998164198,0.24528301886792453,0.9896519285042333,0.9633699633699634,0.9763341067285383,53.0,Agrostis.alpina,0.2349349473721578,th05,3,interpolation,False,mlp1,bce,msle
13,0.9259543335890023,0.6025871112071249,0.4117647058823529,0.9779338014042126,0.9330143540669856,0.9549461312438786,119.0,Agrostis.capillaris,0.3896985072865655,th05,3,interpolation,False,mlp1,bce,msle
14,0.9544454133964537,0.6163427460801667,0.36231884057971014,0.9894937917860553,0.9592592592592593,0.9741419840150446,69.0,Agrostis.rupestris,0.35181263236576554,th05,3,interpolation,False,mlp1,bce,msle
15,0.9302418950115428,0.16546850269994284,0.0,1.0,0.9919354838709677,0.9959514170040485,9.0,Agrostis.agrostiflora,0.0,th05,3,interpolation,False,mlp1,bce,msle
16,0.93790546802595,0.4226283067849541,0.1891891891891892,0.9935125115848007,0.9727767695099818,0.9830353049060064,37.0,Agrostis.stolonifera,0.18270170077398995,th05,3,interpolation,False,mlp1,bce,msle
17,0.9492120847134397,0.5524167488758638,0.1111111111111111,1.0,0.9928251121076234,0.9963996399639964,9.0,Ajuga.chamaepitys,0.11111111111111116,th05,3,interpolation,False,mlp1,bce,msle
18,0.9084990958408681,0.07396532417438902,0.0,1.0,0.9910394265232975,0.9954995499549956,10.0,Ajuga.genevensis,0.0,th05,3,interpolation,False,mlp1,bce,msle
19,0.8621621621621621,0.045264858299923445,0.0,0.9990990990990991,0.9946188340807175,0.9968539325842696,6.0,Ajuga.pyramidalis,-0.0009009009009008917,th05,3,interpolation,False,mlp1,bce,msle
20,0.9588988216172288,0.5238234558217366,0.21739130434782608,0.994392523364486,0.9672727272727273,0.9806451612903226,46.0,Ajuga.reptans,0.21178382771231208,th05,3,interpolation,False,mlp1,bce,msle
21,0.9459290889027491,0.44092410057040654,0.42105263157894735,0.9945305378304466,0.9900181488203267,0.992269213278763,19.0,Alchemilla.alpina,0.4155831694093939,th05,3,interpolation,False,mlp1,bce,msle
22,0.9122268871561992,0.3876976896955753,0.16363636363636364,0.9943449575871819,0.9582198001816531,0.9759481961147086,55.0,Alchemilla.xanthochlora,0.15798132122354547,th05,3,interpolation,False,mlp1,bce,msle
23,0.9398023360287512,0.12977262977262977,0.0,0.9991015274034142,0.9973094170403587,0.9982046678635548,3.0,Allium.lusitanicum,-0.0008984725965858198,th05,3,interpolation,False,mlp1,bce,msle
24,0.8631547078413563,0.27410815290057505,0.0,1.0,0.9865591397849462,0.993234100135318,15.0,Allium.oleraceum,0.0,th05,3,interpolation,False,mlp1,bce,msle
25,0.9125678119349006,0.3401429663649343,0.2,0.9990958408679927,0.9928122192273136,0.9959441189725101,10.0,Allium.schoenoprasum,0.1990958408679928,th05,3,interpolation,False,mlp1,bce,msle
26,0.8945094509450946,0.07766608391608393,0.0,0.9990999099909991,0.9955156950672646,0.9973045822102425,5.0,Allium.scorodoprasum,-0.0009000900090009312,th05,3,interpolation,False,mlp1,bce,msle
27,0.9839965209828223,0.6350487920066188,0.23809523809523808,0.9990867579908675,0.9855855855855856,0.9922902494331065,21.0,Allium.sphaerocephalon,0.23718199608610568,th05,3,interpolation,False,mlp1,bce,msle
28,0.8824458483754514,0.10493050016739533,0.0,1.0,0.992831541218638,0.9964028776978416,8.0,Allium.vineale,0.0,th05,3,interpolation,False,mlp1,bce,msle
29,0.9249222121850847,0.5398359563779667,0.2222222222222222,0.999096657633243,0.9937106918238994,0.9963963963963964,9.0,Alopecurus.pratensis,0.22131887985546506,th05,3,interpolation,False,mlp1,bce,msle
30,0.9376238932205629,0.48001544441296423,0.34285714285714286,0.996299722479186,0.9790909090909091,0.9876203576341128,35.0,Alyssum.alyssoides,0.3391568653363288,th05,3,interpolation,False,mlp1,bce,msle
31,0.916225784637416,0.19336011347692644,0.0,1.0,0.9793906810035843,0.9895880488909009,23.0,Anacamptis.pyramidalis,0.0,th05,3,interpolation,False,mlp1,bce,msle
32,0.9631838216230231,0.37962505120935336,0.0,1.0,0.9874551971326165,0.993688007213706,14.0,Androsace.obtusifolia,0.0,th05,3,interpolation,False,mlp1,bce,msle
33,0.8859964093357271,0.020553811019126463,0.0,1.0,0.9982078853046595,0.9991031390134528,2.0,Angelica.sylvestris,0.0,th05,3,interpolation,False,mlp1,bce,msle
34,0.9651328807955314,0.447477345776813,0.2702702702702703,0.9860982391102873,0.9752520623281393,0.9806451612903225,37.0,Antennaria.carpatica,0.25636850938055744,th05,3,interpolation,False,mlp1,bce,msle
35,0.9518031131178708,0.5632084411612869,0.125,1.0,0.9494584837545126,0.9740740740740741,64.0,Antennaria.dioica,0.125,th05,3,interpolation,False,mlp1,bce,msle
36,0.997976618705036,0.6178571428571429,0.25,1.0,0.9973094170403587,0.998652896273013,4.0,Anthemis.arvensis,0.25,th05,3,interpolation,False,mlp1,bce,msle
37,0.948509485094851,0.17258966841166637,0.0,1.0,0.9919354838709677,0.9959514170040485,9.0,Anthericum.liliago,0.0,th05,3,interpolation,False,mlp1,bce,msle
38,0.8317394037356322,0.688484366037349,0.5258620689655172,0.8932291666666666,0.8061104582843713,0.8474366893143916,348.0,Anthoxanthum.odoratum,0.41909123563218387,th05,3,interpolation,False,mlp1,bce,msle
39,0.9751602564102565,0.5435342254017387,0.20833333333333334,0.9981684981684982,0.9828674481514879,0.9904588823262154,24.0,Anthriscus.sylvestris,0.20650183150183143,th05,3,interpolation,False,mlp1,bce,msle
40,0.8667649073525094,0.5544647707798732,0.32620320855614976,0.9590958019375673,0.8761061946902655,0.9157245632065776,187.0,Anthyllis.vulneraria,0.285299010493717,th05,3,interpolation,False,mlp1,bce,msle
41,0.9784560143626571,0.10555555555555556,0.0,1.0,0.9982078853046595,0.9991031390134528,2.0,Aphanes.arvensis,0.0,th05,3,interpolation,False,mlp1,bce,msle
42,0.9761690647482014,0.24228418640183347,0.0,1.0,0.996415770609319,0.9982046678635548,4.0,Aquilegia.vulgaris,0.0,th05,3,interpolation,False,mlp1,bce,msle
