,jaccard,postprocess,fold,eval_mode,prr,subset,archi,species_loss,func_loss
0,0.125,th05,1,extrapolation,False,train,mlp1,bce,msle
1,0.20588235294117646,th05,1,extrapolation,False,train,mlp1,bce,msle
2,0.2328767123287671,th05,1,extrapolation,False,train,mlp1,bce,msle
3,0.37142857142857144,th05,1,extrapolation,False,train,mlp1,bce,msle
4,0.1951219512195122,th05,1,extrapolation,False,train,mlp1,bce,msle
5,0.21428571428571427,th05,1,extrapolation,False,train,mlp1,bce,msle
6,0.125,th05,1,extrapolation,False,train,mlp1,bce,msle
7,0.17391304347826086,th05,1,extrapolation,False,train,mlp1,bce,msle
8,0.45454545454545453,th05,1,extrapolation,False,train,mlp1,bce,msle
9,0.047619047619047616,th05,1,extrapolation,False,train,mlp1,bce,msle
10,0.2,th05,1,extrapolation,False,train,mlp1,bce,msle
11,0.2564102564102564,th05,1,extrapolation,False,train,mlp1,bce,msle
12,0.10526315789473684,th05,1,extrapolation,False,train,mlp1,bce,msle
13,0.14285714285714285,th05,1,extrapolation,False,train,mlp1,bce,msle
14,0.1875,th05,1,extrapolation,False,train,mlp1,bce,msle
15,0.3157894736842105,th05,1,extrapolation,False,train,mlp1,bce,msle
16,0.2222222222222222,th05,1,extrapolation,False,train,mlp1,bce,msle
17,0.17857142857142858,th05,1,extrapolation,False,train,mlp1,bce,msle
18,0.25,th05,1,extrapolation,False,train,mlp1,bce,msle
19,0.17142857142857143,th05,1,extrapolation,False,train,mlp1,bce,msle
20,0.16,th05,1,extrapolation,False,train,mlp1,bce,msle
21,0.25,th05,1,extrapolation,False,train,mlp1,bce,msle
22,0.25,th05,1,extrapolation,False,train,mlp1,bce,msle
23,0.25,th05,1,extrapolation,False,train,mlp1,bce,msle
24,0.30434782608695654,th05,1,extrapolation,False,train,mlp1,bce,msle
25,0.12903225806451613,th05,1,extrapolation,False,train,mlp1,bce,msle
26,0.06896551724137931,th05,1,extrapolation,False,train,mlp1,bce,msle
27,0.36,th05,1,extrapolation,False,train,mlp1,bce,msle
28,0.17142857142857143,th05,1,extrapolation,False,train,mlp1,bce,msle
29,0.26666666666666666,th05,1,extrapolation,False,train,mlp1,bce,msle
30,0.075,th05,1,extrapolation,False,train,mlp1,bce,msle
31,0.2,th05,1,extrapolation,False,train,mlp1,bce,msle
32,0.20512820512820512,th05,1,extrapolation,False,train,mlp1,bce,msle
33,0.17142857142857143,th05,1,extrapolation,False,train,mlp1,bce,msle
34,0.16666666666666666,th05,1,extrapolation,False,train,mlp1,bce,msle
35,0.15625,th05,1,extrapolation,False,train,mlp1,bce,msle
36,0.2608695652173913,th05,1,extrapolation,False,train,mlp1,bce,msle
37,0.038461538461538464,th05,1,extrapolation,False,train,mlp1,bce,msle
38,0.14285714285714285,th05,1,extrapolation,False,train,mlp1,bce,msle
39,0.05405405405405406,th05,1,extrapolation,False,train,mlp1,bce,msle
40,0.25925925925925924,th05,1,extrapolation,False,train,mlp1,bce,msle
41,0.28,th05,1,extrapolation,False,train,mlp1,bce,msle
42,0.23684210526315788,th05,1,extrapolation,False,train,mlp1,bce,msle
43,0.1875,th05,1,extrapolation,False,train,mlp1,bce,msle
44,0.18421052631578946,th05,1,extrapolation,False,train,mlp1,bce,msle
45,0.2894736842105263,th05,1,extrapolation,False,train,mlp1,bce,msle
46,0.03571428571428571,th05,1,extrapolation,False,train,mlp1,bce,msle
47,0.0,th05,1,extrapolation,False,train,mlp1,bce,msle
48,0.07692307692307693,th05,1,extrapolation,False,train,mlp1,bce,msle
49,0.05555555555555555,th05,1,extrapolation,False,train,mlp1,bce,msle
50,0.18181818181818182,th05,1,extrapolation,False,train,mlp1,bce,msle
51,0.1111111111111111,th05,1,extrapolation,False,train,mlp1,bce,msle
52,0.14285714285714285,th05,1,extrapolation,False,train,mlp1,bce,msle
53,0.13793103448275862,th05,1,extrapolation,False,train,mlp1,bce,msle
54,0.06666666666666667,th05,1,extrapolation,False,train,mlp1,bce,msle
55,0.2222222222222222,th05,1,extrapolation,False,train,mlp1,bce,msle
56,0.10526315789473684,th05,1,extrapolation,False,train,mlp1,bce,msle
57,0.42857142857142855,th05,1,extrapolation,False,train,mlp1,bce,msle
58,0.05555555555555555,th05,1,extrapolation,False,train,mlp1,bce,msle
59,0.21739130434782608,th05,1,extrapolation,False,train,mlp1,bce,msle
60,0.14705882352941177,th05,1,extrapolation,False,train,mlp1,bce,msle
61,0.0,th05,1,extrapolation,False,train,mlp1,bce,msle
62,0.07692307692307693,th05,1,extrapolation,False,train,mlp1,bce,msle
63,0.0,th05,1,extrapolation,False,train,mlp1,bce,msle
64,0.125,th05,1,extrapolation,False,train,mlp1,bce,msle
65,0.16216216216216217,th05,1,extrapolation,False,train,mlp1,bce,msle
66,0.15384615384615385,th05,1,extrapolation,False,train,mlp1,bce,msle
67,0.08333333333333333,th05,1,extrapolation,False,train,mlp1,bce,msle
68,0.07407407407407407,th05,1,extrapolation,False,train,mlp1,bce,msle
69,0.0,th05,1,extrapolation,False,train,mlp1,bce,msle
70,0.0,th05,1,extrapolation,False,train,mlp1,bce,msle
71,0.16216216216216217,th05,1,extrapolation,False,train,mlp1,bce,msle
72,0.17142857142857143,th05,1,extrapolation,False,train,mlp1,bce,msle
73,0.09375,th05,1,extrapolation,False,train,mlp1,bce,msle
74,0.07142857142857142,th05,1,extrapolation,False,train,mlp1,bce,msle
75,0.02702702702702703,th05,1,extrapolation,False,train,mlp1,bce,msle
76,0.125,th05,1,extrapolation,False,train,mlp1,bce,msle
77,0.14285714285714285,th05,1,extrapolation,False,train,mlp1,bce,msle
78,0.07692307692307693,th05,1,extrapolation,False,train,mlp1,bce,msle
79,0.21212121212121213,th05,1,extrapolation,False,train,mlp1,bce,msle
80,0.15384615384615385,th05,1,extrapolation,False,train,mlp1,bce,msle
81,0.21875,th05,1,extrapolation,False,train,mlp1,bce,msle
