,auc,prauc,sensitivity,specificity,precision,f1,support,species,tss,postprocess,fold,eval_mode,prr,archi,species_loss,func_loss
0,0.8286868686868687,0.13089397413084206,0.0,1.0,0.9838998211091234,0.9918845807033363,18.0,Aceras.anthropophorum,0.0,th05,4,extrapolation,False,mlp1,bce,msle
1,0.9004796163069544,0.3733483099017941,0.5,0.9973021582733813,0.9973021582733813,0.9973021582733813,6.0,Achillea.collina,0.4973021582733814,th05,4,extrapolation,False,mlp1,bce,msle
2,0.7520307697503968,0.46735125570042013,0.2746478873239437,0.9088729016786571,0.7863070539419087,0.8431590656284761,284.0,Achillea.millefolium,0.18352078900260071,th05,4,extrapolation,False,mlp1,bce,msle
3,0.9650537634408602,0.03598247809762203,0.0,1.0,0.998211091234347,0.9991047448522828,2.0,Achillea.nana,0.0,th05,4,extrapolation,False,mlp1,bce,msle
4,0.8006943551498007,0.09372016022077413,0.14285714285714285,0.9972997299729973,0.9946140035906643,0.9959550561797753,7.0,Achillea.roseo.alba,0.1401568728301401,th05,4,extrapolation,False,mlp1,bce,msle
5,0.9183123877917414,0.060372989625780034,0.0,0.9991023339317774,0.9964189794091316,0.9977588525324966,4.0,Achnatherum.calamagrostis,-0.0008976660682226134,th05,4,extrapolation,False,mlp1,bce,msle
6,0.9282022471910112,0.4123414956488985,0.1,0.9990636704119851,0.9595323741007195,0.9788990825688073,50.0,Acinos.alpinus,0.09906367041198516,th05,4,extrapolation,False,mlp1,bce,msle
7,0.8409130684801361,0.15064450343920885,0.0,0.9990749306197965,0.9668755595344674,0.9827115559599636,37.0,Acinos.arvensis,-0.0009250693802035359,th05,4,extrapolation,False,mlp1,bce,msle
8,0.7251566696508505,0.003246753246753247,0.0,1.0,0.9991055456171736,0.9995525727069351,1.0,Aconitum.lycoctonum,0.0,th05,4,extrapolation,False,mlp1,bce,msle
9,,-0.0,0.0,1.0,1.0,1.0,0.0,Cacalia.leucophylla,0.0,th05,4,extrapolation,False,mlp1,bce,msle
10,0.8512118491921006,0.02326229161355663,0.0,1.0,0.9964221824686941,0.9982078853046595,4.0,Aegopodium.podagraria,0.0,th05,4,extrapolation,False,mlp1,bce,msle
11,0.8458221872541305,0.38475640307109743,0.0,1.0,0.9168157423971377,0.9566028931404573,93.0,Agrimonia.eupatoria,0.0,th05,4,extrapolation,False,mlp1,bce,msle
12,0.976126126126126,0.3820511315416206,0.25,0.9954954954954955,0.9945994599459946,0.9950472760018011,8.0,Agrostis.alpina,0.24549549549549554,th05,4,extrapolation,False,mlp1,bce,msle
13,0.8027474832214766,0.4838113682323447,0.14285714285714285,0.9787472035794184,0.8200562324273665,0.8924018357980622,224.0,Agrostis.capillaris,0.12160434643656126,th05,4,extrapolation,False,mlp1,bce,msle
14,0.9706060606060607,0.3560193559192331,0.1111111111111111,0.9990909090909091,0.9856502242152466,0.9923250564334086,18.0,Agrostis.rupestris,0.11020202020202019,th05,4,extrapolation,False,mlp1,bce,msle
