,jaccard,postprocess,fold,eval_mode,prr,subset,archi,species_loss,func_loss
0,0.05,th05,2,interpolation,False,train,mlp1,bce,msle
1,0.36666666666666664,th05,2,interpolation,False,train,mlp1,bce,msle
2,0.125,th05,2,interpolation,False,train,mlp1,bce,msle
3,0.1875,th05,2,interpolation,False,train,mlp1,bce,msle
4,0.2391304347826087,th05,2,interpolation,False,train,mlp1,bce,msle
5,0.05,th05,2,interpolation,False,train,mlp1,bce,msle
6,0.11428571428571428,th05,2,interpolation,False,train,mlp1,bce,msle
7,0.38461538461538464,th05,2,interpolation,False,train,mlp1,bce,msle
8,0.1388888888888889,th05,2,interpolation,False,train,mlp1,bce,msle
9,0.5,th05,2,interpolation,False,train,mlp1,bce,msle
10,0.35555555555555557,th05,2,interpolation,False,train,mlp1,bce,msle
11,0.18604651162790697,th05,2,interpolation,False,train,mlp1,bce,msle
12,0.1111111111111111,th05,2,interpolation,False,train,mlp1,bce,msle
13,0.22580645161290322,th05,2,interpolation,False,train,mlp1,bce,msle
14,0.3548387096774194,th05,2,interpolation,False,train,mlp1,bce,msle
15,0.058823529411764705,th05,2,interpolation,False,train,mlp1,bce,msle
16,0.07692307692307693,th05,2,interpolation,False,train,mlp1,bce,msle
17,0.041666666666666664,th05,2,interpolation,False,train,mlp1,bce,msle
18,0.1875,th05,2,interpolation,False,train,mlp1,bce,msle
19,0.2727272727272727,th05,2,interpolation,False,train,mlp1,bce,msle
20,0.1111111111111111,th05,2,interpolation,False,train,mlp1,bce,msle
21,0.3103448275862069,th05,2,interpolation,False,train,mlp1,bce,msle
22,0.25,th05,2,interpolation,False,train,mlp1,bce,msle
23,0.20689655172413793,th05,2,interpolation,False,train,mlp1,bce,msle
24,0.2,th05,2,interpolation,False,train,mlp1,bce,msle
25,0.08823529411764706,th05,2,interpolation,False,train,mlp1,bce,msle
26,0.28125,th05,2,interpolation,False,train,mlp1,bce,msle
27,0.12,th05,2,interpolation,False,train,mlp1,bce,msle
28,0.07142857142857142,th05,2,interpolation,False,train,mlp1,bce,msle
29,0.4375,th05,2,interpolation,False,train,mlp1,bce,msle
30,0.21052631578947367,th05,2,interpolation,False,train,mlp1,bce,msle
31,0.17647058823529413,th05,2,interpolation,False,train,mlp1,bce,msle
32,0.4444444444444444,th05,2,interpolation,False,train,mlp1,bce,msle
33,0.3333333333333333,th05,2,interpolation,False,train,mlp1,bce,msle
34,0.21428571428571427,th05,2,interpolation,False,train,mlp1,bce,msle
35,0.2916666666666667,th05,2,interpolation,False,train,mlp1,bce,msle
36,0.25,th05,2,interpolation,False,train,mlp1,bce,msle
37,0.08695652173913043,th05,2,interpolation,False,train,mlp1,bce,msle
38,0.16666666666666666,th05,2,interpolation,False,train,mlp1,bce,msle
39,0.25,th05,2,interpolation,False,train,mlp1,bce,msle
40,0.34285714285714286,th05,2,interpolation,False,train,mlp1,bce,msle
41,0.045454545454545456,th05,2,interpolation,False,train,mlp1,bce,msle
42,0.3125,th05,2,interpolation,False,train,mlp1,bce,msle
43,0.08695652173913043,th05,2,interpolation,False,train,mlp1,bce,msle
44,0.125,th05,2,interpolation,False,train,mlp1,bce,msle
45,0.12903225806451613,th05,2,interpolation,False,train,mlp1,bce,msle
46,0.14814814814814814,th05,2,interpolation,False,train,mlp1,bce,msle
47,0.2,th05,2,interpolation,False,train,mlp1,bce,msle
48,0.029411764705882353,th05,2,interpolation,False,train,mlp1,bce,msle
49,0.2564102564102564,th05,2,interpolation,False,train,mlp1,bce,msle
50,0.3448275862068966,th05,2,interpolation,False,train,mlp1,bce,msle
51,0.25,th05,2,interpolation,False,train,mlp1,bce,msle
52,0.2,th05,2,interpolation,False,train,mlp1,bce,msle
53,0.2647058823529412,th05,2,interpolation,False,train,mlp1,bce,msle
54,0.21428571428571427,th05,2,interpolation,False,train,mlp1,bce,msle
55,0.045454545454545456,th05,2,interpolation,False,train,mlp1,bce,msle
56,0.30434782608695654,th05,2,interpolation,False,train,mlp1,bce,msle
57,0.2765957446808511,th05,2,interpolation,False,train,mlp1,bce,msle
58,0.3333333333333333,th05,2,interpolation,False,train,mlp1,bce,msle
59,0.15217391304347827,th05,2,interpolation,False,train,mlp1,bce,msle
60,0.175,th05,2,interpolation,False,train,mlp1,bce,msle
61,0.46296296296296297,th05,2,interpolation,False,train,mlp1,bce,msle
62,0.46511627906976744,th05,2,interpolation,False,train,mlp1,bce,msle
63,0.24390243902439024,th05,2,interpolation,False,train,mlp1,bce,msle
64,0.4,th05,2,interpolation,False,train,mlp1,bce,msle
65,0.5641025641025641,th05,2,interpolation,False,train,mlp1,bce,msle
66,0.18181818181818182,th05,2,interpolation,False,train,mlp1,bce,msle
67,0.14285714285714285,th05,2,interpolation,False,train,mlp1,bce,msle
68,0.2222222222222222,th05,2,interpolation,False,train,mlp1,bce,msle
69,0.22857142857142856,th05,2,interpolation,False,train,mlp1,bce,msle
70,0.24390243902439024,th05,2,interpolation,False,train,mlp1,bce,msle
71,0.3333333333333333,th05,2,interpolation,False,train,mlp1,bce,msle
72,0.4716981132075472,th05,2,interpolation,False,train,mlp1,bce,msle
73,0.1875,th05,2,interpolation,False,train,mlp1,bce,msle
74,0.13513513513513514,th05,2,interpolation,False,train,mlp1,bce,msle
75,0.23255813953488372,th05,2,interpolation,False,train,mlp1,bce,msle
76,0.34146341463414637,th05,2,interpolation,False,train,mlp1,bce,msle
77,0.0,th05,2,interpolation,False,train,mlp1,bce,msle
78,0.17391304347826086,th05,2,interpolation,False,train,mlp1,bce,msle
79,0.1111111111111111,th05,2,interpolation,False,train,mlp1,bce,msle
80,0.2777777777777778,th05,2,interpolation,False,train,mlp1,bce,msle
81,0.05263157894736842,th05,2,interpolation,False,train,mlp1,bce,msle
82,0.17307692307692307,th05,2,interpolation,False,train,mlp1,bce,msle
83,0.21052631578947367,th05,2,interpolation,False,train,mlp1,bce,msle
84,0.24,th05,2,interpolation,False,train,mlp1,bce,msle
