,auc,prauc,sensitivity,specificity,precision,f1,support,species,tss,postprocess,fold,eval_mode,prr,archi,species_loss,func_loss
0,,-0.0,0.0,1.0,1.0,1.0,0.0,Aceras.anthropophorum,0.0,th05,1,extrapolation,False,mlp1,bce,msle
1,0.7171438600010028,0.05847662084592,0.0,1.0,0.9668161434977578,0.9831281349749201,37.0,Achillea.collina,0.0,th05,1,extrapolation,False,mlp1,bce,msle
2,0.6401534780881312,0.35375323114427853,0.14855072463768115,0.9237187127532777,0.7673267326732673,0.83829096809086,276.0,Achillea.millefolium,0.07226943739095892,th05,1,extrapolation,False,mlp1,bce,msle
3,0.8460259897249924,0.1342623098980314,0.0,1.0,0.989237668161435,0.9945897204688909,12.0,Achillea.nana,0.0,th05,1,extrapolation,False,mlp1,bce,msle
4,0.8994255479969766,0.49768472442533024,0.0,1.0,0.8789237668161435,0.9355608591885441,135.0,Achillea.roseo.alba,0.0,th05,1,extrapolation,False,mlp1,bce,msle
5,0.966993295513151,0.11548458875647816,0.0,1.0,0.9937219730941704,0.99685110211426,7.0,Achnatherum.calamagrostis,0.0,th05,1,extrapolation,False,mlp1,bce,msle
6,0.7774675415328773,0.02993110215102248,0.0,1.0,0.9883408071748879,0.9941362201172756,13.0,Acinos.alpinus,0.0,th05,1,extrapolation,False,mlp1,bce,msle
7,0.8532867416185557,0.07131269434651163,0.0,1.0,0.9838565022421525,0.9918625678119348,18.0,Acinos.arvensis,0.0,th05,1,extrapolation,False,mlp1,bce,msle
8,0.42857142857142855,0.00585877443638624,0.0,1.0,0.9937219730941704,0.99685110211426,7.0,Aconitum.lycoctonum,0.0,th05,1,extrapolation,False,mlp1,bce,msle
9,0.8464081755335137,0.029537434631842954,0.0,1.0,0.9946188340807175,0.9973021582733813,6.0,Cacalia.leucophylla,0.0,th05,1,extrapolation,False,mlp1,bce,msle
10,,-0.0,0.0,1.0,1.0,1.0,0.0,Aegopodium.podagraria,0.0,th05,1,extrapolation,False,mlp1,bce,msle
11,0.8213794683776352,0.07577050680545433,0.0,1.0,0.97847533632287,0.9891205802357208,24.0,Agrimonia.eupatoria,0.0,th05,1,extrapolation,False,mlp1,bce,msle
12,0.8113298416711817,0.2061097348583319,0.0,1.0,0.9121076233183857,0.9540337711069419,98.0,Agrostis.alpina,0.0,th05,1,extrapolation,False,mlp1,bce,msle
13,0.7250587413475583,0.07133463693156261,0.13793103448275862,0.9585635359116023,0.9765478424015009,0.9674721189591079,29.0,Agrostis.capillaris,0.09649457039436093,th05,1,extrapolation,False,mlp1,bce,msle
14,0.8028113900427427,0.2320011342130609,0.0,1.0,0.9121076233183857,0.9540337711069419,98.0,Agrostis.rupestris,0.0,th05,1,extrapolation,False,mlp1,bce,msle
15,0.7586128739800544,0.035051241959368,0.0,1.0,0.989237668161435,0.9945897204688909,12.0,Agrostis.agrostiflora,0.0,th05,1,extrapolation,False,mlp1,bce,msle
16,0.8262684955864609,0.09431904325982733,0.0,1.0,0.9739910313901345,0.9868241708314403,29.0,Agrostis.stolonifera,0.0,th05,1,extrapolation,False,mlp1,bce,msle
17,0.7720720720720721,0.012686265014139081,0.0,1.0,0.9955156950672646,0.9977528089887641,5.0,Ajuga.chamaepitys,0.0,th05,1,extrapolation,False,mlp1,bce,msle
18,0.7976000909918107,0.04018295448143378,0.0,1.0,0.9856502242152466,0.992773261065944,16.0,Ajuga.genevensis,0.0,th05,1,extrapolation,False,mlp1,bce,msle
19,0.7979900632339657,0.022827691655292862,0.0,1.0,0.9928251121076234,0.9963996399639964,8.0,Ajuga.pyramidalis,0.0,th05,1,extrapolation,False,mlp1,bce,msle
20,0.8307878787878789,0.054581697031757824,0.0,1.0,0.9865470852017937,0.9932279909706546,15.0,Ajuga.reptans,0.0,th05,1,extrapolation,False,mlp1,bce,msle
21,0.8171157336311602,0.03172521396631299,0.0,1.0,0.9883408071748879,0.9941362201172756,13.0,Alchemilla.alpina,0.0,th05,1,extrapolation,False,mlp1,bce,msle
22,0.8851919376076167,0.10759965968911994,0.0,1.0,0.9838565022421525,0.9918625678119348,18.0,Alchemilla.xanthochlora,0.0,th05,1,extrapolation,False,mlp1,bce,msle
23,,-0.0,0.0,1.0,1.0,1.0,0.0,Allium.lusitanicum,0.0,th05,1,extrapolation,False,mlp1,bce,msle
24,0.6012066952121449,0.016883313487419283,0.0,1.0,0.9874439461883409,0.9936823104693141,14.0,Allium.oleraceum,0.0,th05,1,extrapolation,False,mlp1,bce,msle
25,0.820060606060606,0.4213462004648856,0.0,1.0,0.9865470852017937,0.9932279909706546,15.0,Allium.schoenoprasum,0.0,th05,1,extrapolation,False,mlp1,bce,msle
26,0.884343891402715,0.04136526017111514,0.0,1.0,0.9910313901345291,0.9954954954954954,10.0,Allium.scorodoprasum,0.0,th05,1,extrapolation,False,mlp1,bce,msle
27,0.8722201834862385,0.14014946606531606,0.0,1.0,0.9775784753363229,0.9886621315192743,25.0,Allium.sphaerocephalon,0.0,th05,1,extrapolation,False,mlp1,bce,msle
28,0.7601211964930377,0.026231851239298644,0.0,1.0,0.9937219730941704,0.99685110211426,7.0,Allium.vineale,0.0,th05,1,extrapolation,False,mlp1,bce,msle
29,0.6897297297297297,0.008145001519628025,0.0,1.0,0.9955156950672646,0.9977528089887641,5.0,Alopecurus.pratensis,0.0,th05,1,extrapolation,False,mlp1,bce,msle
